PMID,Title,Abstract,MeSH headings,Authors,Journal,Year,Month,Source,Country,Tokens,PMCID
40430018,Identification of Cancer Associated Fibroblasts Related Genes Signature to Facilitate Improved Prediction of Prognosis and Responses to Therapy in Patients with Pancreatic Cancer.,"Pancreatic cancer (PC) is highly aggressive, with a 5-year survival rate of 12.8%, making early detection vital. However, non-specific symptoms and precursor lesions complicate diagnosis. Existing tools for the early detection of PC are limited. CAFs are crucial in cancer progression, invasion, and metastasis, yet their role in PC is poorly understood. This study analyzes mRNA data from PC samples to identify CAF-related genes and drugs for PC treatment using algorithms like EPIC, xCell, MCP-counter, and TIDE to quantify CAF infiltration. Weighted gene co-expression network analysis (WGCNA) identified 26 hub genes. Our analyses revealed eight prognostic genes, leading to establishing a six-gene model for assessing prognosis. Correlation analysis showed that the CAF risk score correlates with CAF infiltration and related markers. We also identified six potential drugs, observing significant differences between high-CAF and low-CAF risk groups. High CAF risk scores were associated with lower responses to immunotherapy and higher tumor mutation burdens. GSEA indicated that these scores are enriched in tumor microenvironment pathways. In summary, these six model genes can predict overall survival and responses to chemotherapy and immunotherapy for pancreatic cancer, offering valuable insights for future clinical strategies.","Humans; *Pancreatic Neoplasms/genetics/pathology/therapy; Prognosis; Tumor Microenvironment/genetics; *Cancer-Associated Fibroblasts/metabolism/pathology; Gene Expression Regulation, Neoplastic; *Biomarkers, Tumor/genetics; Gene Regulatory Networks; Gene Expression Profiling; *Transcriptome; Immunotherapy",Zhou Y; Lu Y; Czubayko F; Chen J; Zheng S; Mo H; Liu R; Weber GF; Grutzmann R; Pilarsky C; David P,International journal of molecular sciences,2025,May,Int J Mol Sci. 2025 May 19;26(10):4876. doi: 10.3390/ijms26104876.,Switzerland,341,12112120
34457189,Helicobacter pylori infection and other bacteria in pancreatic cancer and autoimmune pancreatitis.,"Helicobacter pylori (H. pylori) is an infectious agent influencing as much as 50% of the world's population. It is the causative agent for several diseases, most especially gastric and duodenal peptic ulcer, gastric adenocarcinoma and mucosa-associated lymphoid tissue lymphoma of the stomach. A number of other, extragastric manifestations also are associated with H. pylori infection. These include neurological disorders, such as Alzheimer's disease, demyelinating multiple sclerosis and Parkinson's disease. There is also evidence for a relationship between H. pylori infection and such dermatological diseases as psoriasis and rosacea as well as a connection with infection and open-angle glaucoma. Generally little is known about the relationship between H. pylori infection and diseases of the pancreas. Most evidence about H. pylori and its potential role in the development of pancreatic diseases concerns pancreatic adenocarcinoma and autoimmune forms of chronic pancreatitis. There is data (albeit not fully consistent) indicating modestly increased pancreatic cancer risk in H. pylori-positive patients. The pathogenetic mechanism of this increase is not yet fully elucidated, but several theories have been proposed. Reduction of antral D-cells in H. pylori-positive patients causes a suppression of somatostatin secretion that, in turn, stimulates increased secretin secretion. That stimulates pancreatic growth and thus increases the risk of carcinogenesis. Alternatively, H. pylori, as a part of microbiome dysbiosis and the so-called oncobiome, is proven to be associated with pancreatic adenocarcinoma development via the promotion of cellular proliferation. The role of H. pylori in the inflammation characteristic of autoimmune pancreatitis seems to be explained by a mechanism of molecular mimicry among several proteins (mostly enzymes) of H. pylori and pancreatic tissue. Patients with autoimmune pancreatitis often show positivity for antibodies against H. pylori proteins. H. pylori, as a part of microbiome dysbiosis, also is viewed as a potential trigger of autoimmune inflammation of the pancreas. It is precisely these relationships (and associated equivocal conclusions) that constitute a center of attention among pancreatologists, immunologists and pathologists. In order to obtain clear and valid results, more studies on sufficiently large cohorts of patients are needed. The topic is itself sufficiently significant to draw the interest of clinicians and inspire further systematic research. Next-generation sequencing could play an important role in investigating the microbiome as a potential diagnostic and prognostic biomarker for pancreatic cancer.",,Kunovsky L; Dite P; Jabandziev P; Dolina J; Vaculova J; Blaho M; Bojkova M; Dvorackova J; Uvirova M; Kala Z; Trna J,World journal of gastrointestinal oncology,2021,Aug,World J Gastrointest Oncol. 2021 Aug 15;13(8):835-844. doi: 10.4251/wjgo.v13.i8.835.,China,706,8371525
38827122,Disseminated intravascular coagulation after cryoablation for metastatic pancreatic cancer: a case report.,"BACKGROUND: Pancreatic cancer is the fourth most common cause of cancer-related death in the United States. Despite advancements in surgery and chemoradiation therapies, pancreatic cancer has a 5-year survival rate of only 11% in the United States. Cryoablation is emerging as a new and effective therapy for locally advanced pancreatic cancer and symptom palliation in metastatic disease. To our knowledge, the occurrence of disseminated intravascular coagulation (DIC) after cryoablation is rare. CASE DESCRIPTION: A 47-year-old woman with no significant past medical history was diagnosed with pancreatic cancer and underwent a Whipple procedure followed by chemotherapy with gemcitabine and paclitaxel. Due to the abdominal lymph nodes, peritoneum, right femur, and surrounding soft tissue metastases, she received systemic palliative chemotherapy with gemcitabine and paclitaxel and underwent right femur tumor excision, open reduction, and internal fixation, followed by radiation therapy. She continued to have persistent pain and underwent palliative percutaneous cryoablation of the metastatic tumor under computed tomography (CT) and ultrasound guidance. Immediately post procedure, she developed slow but continuous blood oozing at the ablation site, which was difficult to control despite compression dressings, reinforcement sutures, and local thrombin powder. The patient was transferred to the intensive care unit where she was noted to be hypotensive and tachycardic, with petechiae in both lower extremities. Laboratory studies were consistent with DIC and peripheral blood smear revealed multiple schistocytes. CT angiogram of the right lower extremity did not show any bleeding vessel amenable to embolization. She was transfused red blood cells, platelets, fresh frozen plasma, and cryoprecipitate. Despite multiple daily transfusions, she continued to have pain and remained persistently thrombocytopenic and coagulopathic. After discussion with the patient and her family, she chose to transition to comfort care measures and died. CONCLUSIONS: DIC is an unusual but life-threatening complication of advanced pancreatic cancer.",,Dulu A; Tayban Y; Delaleu J; Cornelis FH; Pastores SM,AME medical journal,2023,Jun,AME Med J. 2023 Jun 30;8:17. doi: 10.21037/amj-23-13. Epub 2023 Jun 6.,China,334,11141771
28388966,Vaccination with poly(IC:LC) and peptide-pulsed autologous dendritic cells in patients with pancreatic cancer.,"BACKGROUND: Dendritic cells (DCs) enhance the quality of anti-tumor immune response in patients with cancer. Thus, we posit that DC-based immunotherapy, in conjunction with toll-like receptor (TLR)-3 agonist poly-ICLC, is a promising approach for harnessing immunity against metastatic or locally advanced unresectable pancreatic cancer (PC). METHODS: We generated autologous DCs from the peripheral blood of HLA-A2(+) patients with PC. DCs were pulsed with three distinct A2-restricted peptides: 1) human telomerase reverse transcriptase (hTERT, TERT572Y), 2) carcinoembryonic antigen (CEA; Cap1-6D), and 3) survivin (SRV.A2). Patients received four intradermal injections of 1 x 10(7) peptide-pulsed DC vaccines every 2 weeks (Day 0, 14, 28, and 42). Concurrently, patients received intramuscular administration of Poly-ICLC at 30 mug/Kg on vaccination days (i.e., day 0, 14, 28, and 42), as well as on days 3, 17, 21, 31, 37, and 45. Our key objective was to assess safety and feasibility. The effect of DC vaccination on immune response was measured at each DC injection time point by enumerating the phenotype and function of patient T cells. RESULTS: Twelve patients underwent apheresis: nine patients with metastatic disease, and three patients with locally advanced unresectable disease. Vaccines were successfully manufactured from all individuals. We found that this treatment was well-tolerated, with the most common symptoms being fatigue and/or self-limiting flu-like symptoms. Among the eight patients who underwent imaging on day 56, four patients experienced stable disease while four patients had disease progression. The median overall survival was 7.7 months. One patient survived for 28 months post leukapheresis. MHC class I -tetramer analysis before and after vaccination revealed effective generation of antigen-specific T cells in three patients with stable disease. CONCLUSION: Vaccination with peptide-pulsed DCs in combination with poly-ICLC is safe and induces a measurable tumor specific T cell population in patients with advanced PC. TRIAL REGISTRATION: NCT01410968 ; Name of registry: clinicaltrials.gov; Date of registration: 08/04/2011).","Aged; Antigens, Neoplasm/immunology; Cancer Vaccines/*administration & dosage/pharmacology; Carboxymethylcellulose Sodium/administration & dosage/*analogs & derivatives/pharmacology; Dendritic Cells/*immunology/transplantation; Female; Humans; Immunotherapy, Active/methods; Lymphocyte Activation; Lymphocyte Count; Male; Middle Aged; Pancreatic Neoplasms/*therapy; Peptides/immunology; Pilot Projects; Poly I-C/*administration & dosage/pharmacology; Polylysine/administration & dosage/*analogs & derivatives/pharmacology; Transplantation, Autologous; Vaccination/*methods",Mehrotra S; Britten CD; Chin S; Garrett-Mayer E; Cloud CA; Li M; Scurti G; Salem ML; Nelson MH; Thomas MB; Paulos CM; Salazar AM; Nishimura MI; Rubinstein MP; Li Z; Cole DJ,Journal of hematology & oncology,2017,Apr,J Hematol Oncol. 2017 Apr 7;10(1):82. doi: 10.1186/s13045-017-0459-2.,England,369,5384142
37285228,Pre-Diagnosis Pain in Patients With Pancreatic Cancer Signals the Need for Aggressive Symptom Management.,"OBJECTIVE: This study assessed the impact of pancreatic cancer (PC) pain on associated symptoms, activities, and resource utilization from 2016 to 2020 in an online patient registry. PATIENTS AND METHODS: Responses from PC patient volunteers (N = 1978) were analyzed from online surveys in a cross-sectional study. Comparisons were performed between PC patient groups reporting, (1) the presence vs. absence of pre-diagnosis PC pain, (2) high (4-8) vs. low (0-3) pain intensity scores on an 11-point numerical rating scale (NRS), and (3) year of PC diagnosis (2010-2020). Descriptive statistics and all bivariate analyses were performed using Chi-square or Fisher's Exact tests. RESULTS: PC pain was the most frequently reported pre-diagnosis symptom (62%). Pre-diagnostic PC pain was reported more frequently by women, those with a younger age at diagnosis, and those with PC that spread to the liver and peritoneum. Those with pre-diagnostic PC pain vs. those without reported higher pain intensities (2.64 +/- 2.54 vs.1.56 +/- 2.01 NRS mean +/- SD, respectively, P = .0039); increased frequencies of post-diagnosis symptoms of cramping after meals, feelings of indigestion, and weight loss (P = .02-.0001); and increased resource utilization in PC pain management: (ER visits N = 86 vs. N = 6, P = .018 and analgesic prescriptions, P < .03). The frequency of high pain intensity scores was not decreased over a recent 11-year span. CONCLUSIONS: PC pain continues to be a prominent PC symptom. Patients reporting pre-diagnosis PC pain experience increased GI metastasis, symptoms burden, and are often undertreated. Its mitigation may require novel treatments, more resources dedicated to ongoing pain management and surveillance to improve outcomes.",Humans; Female; Cross-Sectional Studies; Pain; *Pancreatic Neoplasms/complications/diagnosis/therapy; Palliative Care; *Gastrointestinal Neoplasms/therapy; *Cancer Pain/diagnosis/therapy,McNearney TA; Digbeu BDE; Baillargeon JG; Ladnier D; Rahib L; Matrisian LM,The oncologist,2023,Dec,Oncologist. 2023 Dec 11;28(12):e1185-e1197. doi: 10.1093/oncolo/oyad153.,England,395,10712702
23256481,Salvage chemoradiotherapy after primary chemotherapy for locally advanced pancreatic cancer: a single-institution retrospective analysis.,"BACKGROUND: There is no consensus on the indication for salvage chemoradiotherapy (CRT) after failure of primary chemotherapy for locally advanced pancreatic cancer (LAPC). Here we report on the retrospective analysis of patients who received salvage CRT after primary chemotherapy for LAPC. The primary objective of this study was to evaluate the efficacy and safety of salvage CRT after primary chemotherapy for LAPC. METHODS: Thirty patients who underwent salvage CRT, after the failure of primary chemotherapy for LAPC, were retrospectively enrolled from 2004 to 2011 at the authors' institution. All the patients had histologically confirmed pancreatic adenocarcinoma. RESULTS: Primary chemotherapy was continued until progression or emergence of unacceptable toxicity. Eventually, 26 patients (87%) discontinued primary chemotherapy because of local tumor progression, whereas four patients (13%) discontinued chemotherapy because of interstitial pneumonitis caused by gemcitabine. After a median period of 7.9 months from starting chemotherapy, 30 patients underwent salvage CRT combined with either S-1 or 5-FU. Toxicities were generally mild and self-limiting. Median survival time (MST) from the start of salvage CRT was 8.8 months. The 6 month, 1-year and 2-year survival rates from the start of CRT were 77%, 33% and 26%, respectively. Multivariate analysis revealed that a lower pre-CRT serum CA 19-9 level (</= 1000 U/ml; p = 0.009) and a single regimen of primary chemotherapy (p = 0.004) were independent prognostic factors for survival after salvage CRT. The MST for the entire patient population from the start of primary chemotherapy was 17.8 months, with 2- and 3-year overall survival rates of 39% and 22%, respectively. CONCLUSIONS: CRT had moderate anti-tumor activity and an acceptable toxicity profile in patients with LAPC, even after failure of gemcitabine-based primary chemotherapy. If there are any signs of failure of primary chemotherapy without distant metastasis, salvage CRT could be a treatment of choice as a second-line therapy. Patients with relatively low serum CA19-9 levels after primary chemotherapy may achieve higher survival rates after salvage CRT. The strategy of using chemotherapy alone as a primary treatment for LAPC, followed-by CRT with salvage intent should be further investigated in prospective clinical trials. TRIAL REGISTRATION: 2011-136","Adenocarcinoma/mortality/pathology/*therapy; Adult; Aged; Aged, 80 and over; Antineoplastic Agents/*administration & dosage/adverse effects; Chemoradiotherapy/adverse effects/methods; Deoxycytidine/adverse effects/analogs & derivatives; Drug Combinations; Female; Fluorouracil/administration & dosage/adverse effects; Humans; Induction Chemotherapy/adverse effects/methods; Kaplan-Meier Estimate; Male; Middle Aged; Oxonic Acid/administration & dosage/adverse effects; Pancreatic Neoplasms/mortality/pathology/*therapy; Prognosis; Proportional Hazards Models; Retrospective Studies; Salvage Therapy/*methods; Tegafur/administration & dosage/adverse effects; Treatment Outcome; Gemcitabine",Mayahara H; Ito Y; Morizane C; Ueno H; Okusaka T; Kondo S; Murakami N; Morota M; Sumi M; Itami J,BMC cancer,2012,Dec,BMC Cancer. 2012 Dec 20;12:609. doi: 10.1186/1471-2407-12-609.,England,519,3546942
34638326,Clinical and Tumor Characteristics of Patients with High Serum Levels of Growth Differentiation Factor 15 in Advanced Pancreatic Cancer.,"We aimed to evaluate the association of circulating growth differentiation factor 15 (GDF-15) with cachexia symptoms and the biological activity of advanced pancreatic cancer (APC). Treatment-naive patients with liver metastasis of APC or with benign pancreatic disease were retrospectively analyzed. Clinical data, blood samples, and biopsy specimens of liver metastasis were collected prior to anti-cancer treatment. Serum GDF-15 levels and multiple protein expressions in lysates extracted from liver metastasis were measured by enzyme-linked immuno-sorbent assay and reverse-phase protein array, respectively. The cut-off for serum GDF-15 was determined as 3356.6 pg/mL, the mean plus two standard deviations for benign pancreatic disease. The high-GDF-15 group was characterized as showing low Karnofsky performance status (KPS) (p = 0.037), poor Eastern Cooperative Oncology Group performance status (ECOG-PS) (p = 0.049), severe appetite loss (p = 0.011), and high serum levels of carbohydrate antigen 19-9 (p = 0.019) and C-reactive protein (p = 0.009). Tumors of the high-GDF-15 group expressed high levels of phosphorylated (p)JNK (p = 0.007) and pAkt (p = 0.040). APC patients with high serum GDF-15 showed signatures of cachexia and activation of the signaling pathways involving Akt and JNK in the tumor. This study indicated circulating GDF-15 could be associated with cachectic symptoms in APC.",,Suzuki H; Mitsunaga S; Ikeda M; Aoyama T; Yoshizawa K; Yoshimatsu H; Kawai N; Masuda M; Miura T; Ochiai A,Cancers,2021,Sep,Cancers (Basel). 2021 Sep 28;13(19):4842. doi: 10.3390/cancers13194842.,Switzerland,371,8507697
32742851,Diabetes Mellitus in the Middle-Aged and Elderly Population (>45 Years) and Its Association With Pancreatic Cancer: An Updated Review.,"Diabetes mellitus (DM) and pancreatic cancer (PC) in the elderly are widely considered to be interrelated. New-onset diabetes (NOD) patients are considered a high-risk group for the development of PC within three years of diagnosis. We reviewed the literature to determine the pathophysiological association between DM and PC, which can help in the development of screening tests for early PC diagnosis in the elderly with NOD. We also studied the potential associations between them after pancreaticoduodenectomy (PD) or pancreatic resection. We collected studies published in the last five years in PubMed that are relevant to DM and PC in the elderly. We mainly focused on the pathophysiology and intracellular mechanisms involved between NOD and PC. We illustrated the clinical signs and immunological and metabolic biomarkers that can be used to diagnose early PC in the elderly with NOD. In the 34 studies we reviewed, five showed that long-term diabetes mellitus (LTDM) increases the risk of PC. Six studies showed that NOD in the elderly is an early sign of PC. Fourteen studies proposed that clinical signs and biomarker levels should be used to determine the high-risk risk group for PC among NOD patients. Six studies reported that NOD is associated with the worst outcomes postoperatively, and three studies showed that patients developed DM after pancreatic resection. LTDM is considered an independent risk factor for PC development in the elderly. NOD is a consequence and maybe the only early presenting sign of PC. Screening protocols and tests should be used in clinical practice to determine the proportion of NOD patients who should undergo further testing for early diagnosis of PC. DM and PC are also co-related postoperatively and patients should be monitored for impaired glucose levels, overall survival, and mortality.",,Kaleru T; Vankeshwaram VK; Maheshwary A; Mohite D; Khan S,Cureus,2020,Jun,Cureus. 2020 Jun 28;12(6):e8884. doi: 10.7759/cureus.8884.,United States,430,7388804
28105537,Procedures and recommended times in the care process of the patient with pancreatic cancer: PAN-TIME consensus between scientific societies.,"PURPOSE: Pancreatic cancer (PC) is a disease with bad prognosis. It is usually diagnosed at advanced stages and its treatment is complex. The aim of this consensus document was to provide recommendations by experts that would ameliorate PC diagnosis, reduce the time to treatment, and optimize PC management by interdisciplinary teams. METHODS: As a consensus method, we followed the modified Delphi methodology. A scientific committee of experts provided 40 statements that were submitted in two rounds to a panel of 87 specialists of 12 scientific societies. RESULTS: Agreement was reached for 39 of the 40 proposed statements (97.5%). CONCLUSIONS: Although a screening of the asymptomatic population is not a feasible option, special attention to potential symptoms during primary care could ameliorate early diagnostic. It is especially important to decrease the period until diagnostic tests are performed. This consensus could improve survival in PC patients by decreasing the time to diagnose and time to treatment and by the implementation of multidisciplinary teams.","*Consensus; Guideline Adherence/*standards; Humans; Interdisciplinary Communication; Pancreatic Neoplasms/*therapy; Patient Care Team/*standards; Practice Patterns, Physicians'/*standards; *Societies, Scientific",Vera R; Ferrandez A; Ferrer CJ; Flores C; Joaquin C; Lopez S; Martin T; Martin E; Marzo M; Sarrion A; Vaquero E; Zapatero A; Aparicio J,Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico,2017,Jul,Clin Transl Oncol. 2017 Jul;19(7):834-843. doi: 10.1007/s12094-016-1609-7. Epub 2017 Jan 19.,Italy,343,5486521
37740620,Shared decision making with Oncologists and Palliative care specialists (SOP) model help advanced pancreatic cancer patients reaching goal concordant care: A prospective cohort study.,"BACKGROUND: Pancreatic cancer is often diagnosed at a late stage with a poor prognosis due to insidious symptoms and lack of evidence-based screening in general population. Palliative care's acceptance in Asian cultures is hindered by misconceptions and ineffective communication about management that improve quality of life other than cancer directed treatment. Our study aimed to determine the effect of the Shared decision-making with Oncologists and Palliative care specialists (SOP) model developed from the traditional shared decision-making (SDM) model on the palliative care acceptance rate and medical resource utilization. METHODS: This is a prospective cohort study implementing the SOP model at the National Taiwan University Hospital from January 2018 to December 2019 for patients with advanced pancreatic cancer. Medical resource utilization was defined and recorded as the rate of hospitalization, emergency room (ER), and intensive care unit admissions. We compared the results between two groups: patients who received the SOP model in 2019 and patients who did not receive it in 2018. RESULTS: 137 patients with advanced pancreatic cancer were included in our study. The result showed that the acceptance rate of palliative care significantly increased from 50% to 78.69% after the SOP model (p = 0.01). The hospitalization rate did not show a significant difference between 2018 (93.42%, 95% CI: 0.88-0.99) and 2019 (93.44%, 95% CI: 0.87-1.00). 83.61% (95% CI: 0.74-0.93) of our patients in 2019 had at least one ER visit; the rate was 81.5% (95% CI: 0.73-0.91) in 2018 (p = 0.28). The percentage of patients admitted to the ICU increased from 3.95% in 2018 to 8.2% (95% CI: -0.05-0.08) in 2019 (95% CI: 0.11-0.15) (p = 0.00). The hospitalization and ER visit showed no statistically difference between 2 years. CONCLUSIONS: The modified SOP model markedly augmented palliative care's acceptance of patients with advanced pancreatic cancer. Adoption of the SOP model would provide these patients a more proactive and systematic approach to deliver needed healthcare.","Humans; Palliative Care/methods; Decision Making, Shared; Quality of Life; Goals; Prospective Studies; *Pancreatic Neoplasms/therapy; *Oncologists; Decision Making",Tseng YL; Lin YC; Hsu WJ; Kang YC; Su HY; Cheng SY; Tsai JS; Chiu TY; Huang HL,Cancer medicine,2023,Oct,Cancer Med. 2023 Oct;12(19):20119-20128. doi: 10.1002/cam4.6590. Epub 2023 Sep 23.,United States,426,10587919
30203372,"Conversion surgery for an initially unresectable, locally advanced pancreatic cancer after induction chemotherapy and carbon-ion radiotherapy: a case report.","BACKGROUND: Pancreatic cancer has a very high mortality rate worldwide, and about 30-40% of all patients have extensive vascular involvement at initial diagnosis that precludes surgical intervention. Here, we describe our experience in a patient with locally advanced pancreatic cancer (LAPC) who underwent R0 conversion surgery after undergoing a combination of chemotherapy and carbon-ion radiotherapy (CIRT), which led to long-term relapse-free survival (23 months). CASE PRESENTATION: A 41-year-old woman presented a month ago with epigastralgia referred to our facility and was subsequently diagnosed with pancreatic cancer cStage III (Ph, TS2 (35 mm), cT4, cCH1, cDU1, cS1, cRP1, cPL1, cVsm0, cAsm1, cN0, cM0) that was also categorized as an unresectable LAPC. She immediately underwent 3 cycles of induction chemotherapy (gemcitabine + nanoparticle albumin-bound (nab-) paclitaxel) followed by CIRT with concurrent gemcitabine. Although significant shrinkage of the primary tumor occurred, frequent cholangitis due to duodenal stenosis of unknown etiology prevented continued chemotherapy, and 9 months after the first visit, she underwent a radical, subtotal, stomach-preserving, pancreaticoduodenectomy (SSPPD). Histopathologic examination of the resected tissue revealed a R0 resection with a histological response of Evans grade IIB. She was administered an almost full dose of S-1 as adjuvant chemotherapy for 6 months and has shown no signs of recurrence in 23 months. CONCLUSIONS: We report a first case of successful conversion surgery for an initially unresectable LAPC after rapid induction GEM + nab-PTX chemotherapy followed by CIRT. Rapid induction GEM + nab-PTX chemotherapy followed by CIRT for LAPC might be a safe and effective treatment option.",,Fujishiro T; Mashiko T; Masuoka Y; Yamada M; Furukawa D; Yazawa N; Kawashima Y; Ogawa M; Hirabayashi K; Nakagohri T,Surgical case reports,2018,Sep,Surg Case Rep. 2018 Sep 10;4(1):112. doi: 10.1186/s40792-018-0522-4.,Japan,352,6134575
39267824,Weakly supervised large-scale pancreatic cancer detection using multi-instance learning.,"INTRODUCTION: Early detection of pancreatic cancer continues to be a challenge due to the difficulty in accurately identifying specific signs or symptoms that might correlate with the onset of pancreatic cancer. Unlike breast or colon or prostate cancer where screening tests are often useful in identifying cancerous development, there are no tests to diagnose pancreatic cancers. As a result, most pancreatic cancers are diagnosed at an advanced stage, where treatment options, whether systemic therapy, radiation, or surgical interventions, offer limited efficacy. METHODS: A two-stage weakly supervised deep learning-based model has been proposed to identify pancreatic tumors using computed tomography (CT) images from Henry Ford Health (HFH) and publicly available Memorial Sloan Kettering Cancer Center (MSKCC) data sets. In the first stage, the nnU-Net supervised segmentation model was used to crop an area in the location of the pancreas, which was trained on the MSKCC repository of 281 patient image sets with established pancreatic tumors. In the second stage, a multi-instance learning-based weakly supervised classification model was applied on the cropped pancreas region to segregate pancreatic tumors from normal appearing pancreas. The model was trained, tested, and validated on images obtained from an HFH repository with 463 cases and 2,882 controls. RESULTS: The proposed deep learning model, the two-stage architecture, offers an accuracy of 0.907   +/-   0.01, sensitivity of 0.905   +/-   0.01, specificity of 0.908   +/-   0.02, and AUC (ROC) 0.903   +/-   0.01. The two-stage framework can automatically differentiate pancreatic tumor from non-tumor pancreas with improved accuracy on the HFH dataset. DISCUSSION: The proposed two-stage deep learning architecture shows significantly enhanced performance for predicting the presence of a tumor in the pancreas using CT images compared with other reported studies in the literature.",,Mandal S; Balraj K; Kodamana H; Arora C; Clark JM; Kwon DS; Rathore AS,Frontiers in oncology,2024,,Front Oncol. 2024 Aug 29;14:1362850. doi: 10.3389/fonc.2024.1362850. eCollection 2024.,Switzerland,457,11390448
36552920,Effectiveness of Abdominal Ultrasonography for Improving the Prognosis of Pancreatic Cancer during Medical Checkup: A Single Center Retrospective Analysis.,"Recent advancements in surgical and anti-cancer therapies have provided significant hope of long survival in patients with pancreatic cancer (PC). To realize this hope, routine medical checkups of asymptomatic people should be performed to identify operable PCs. In this study, we evaluated the efficacy of medical checkups using abdominal ultrasonography (US). We retrospectively analyzed 374 patients with PC at our institute between 2010 and 2021. We divided these patients into several groups according to the diagnostic approach and compared their background and prognosis. These groups comprised PCs diagnosed through (a) symptoms, 242 cases; (b) US during medical checkup for asymptomatic individuals, 17; and other means. Of the 374 patients, 192 were men (51.3%), and the median age was 74 years (34-105). Tumors were located in the pancreatic tail in 67 patients (17.9%). Excision ratio and 5-year survival rate were significantly better in group (b) than in (a) (58.8% vs. 23.1%, p < 0.01 and 42.2% vs. 9.4%, p < 0.001, respectively). The prognosis of patients diagnosed using US during medical checkup was better than that of patients identified through symptomatic presentation of PC. US for asymptomatic individuals with PC might be one of the useful modalities for promoting better prognosis of PCs.",,Yamaguchi A; Kato N; Sugata S; Hamada T; Furuya N; Mizumoto T; Tamaru Y; Kusunoki R; Kuwai T; Kouno H; Toyota N; Sudo T; Kuraoka K; Kohno H,"Diagnostics (Basel, Switzerland)",2022,Nov,Diagnostics (Basel). 2022 Nov 23;12(12):2913. doi: 10.3390/diagnostics12122913.,Switzerland,259,9777348
37155993,Pancreatic Enzyme Replacement and Nutritional Support With n﻿ab-Paclitaxel-based First-Line Chemotherapy Regimens in Metastatic Pancreatic Cancer.,"BACKGROUND: At diagnosis, more than 80% of patients with pancreatic cancer (PC) suffer from significant weight loss due to malnutrition which is a major concern for patient management, and this may negatively impact treatment outcomes and patient prognosis. PATIENTS AND METHODS: We performed an observational, retrospective study on patients with metastatic PC (mPC) undergoing first-line chemotherapy with nab-Paclitaxel containing schedules and receiving or not receiving nutritional support (NS) and pancreatic enzyme replacement therapy (PERT) to investigate their relevance in this setting. RESULTS: We observed that PERT and ancillary dietary interventions are related to longer overall survival (OS; median: 16.5 vs. 7.5 months, P < .001) and have a significant, independent, prognostic impact for better outcomes (P = .013), independently from the therapeutic regimen. Furthermore, PERT and NS prevented weight loss during chemotherapy and obtained an improvement of nutritional parameters such as phase angle and free-fat mass index, after 3 months of anticancer treatment. Consistently, the positive impact on OS correlated also with the prevention of Karnofsky performance status deterioration and a lower incidence of maldigestion-related symptoms. CONCLUSIONS: Our data suggest that an early and well-conducted NS in patients with mPC may impact on survival and preserve performance status, thus improving quality of life.",Humans; *Gemcitabine; Deoxycytidine; Retrospective Studies; Quality of Life; *Pancreatic Neoplasms/pathology; Nutritional Support; Paclitaxel/adverse effects; Weight Loss; Antineoplastic Combined Chemotherapy Protocols/adverse effects; Albumins,Giordano G; Cincione RI; Losavio F; Senia T; Aquilini Mummolo A; Pacilli M; Lizzi V; Bruno G; Piscazzi A; Conteduca V; Landriscina M,The oncologist,2023,Sep,Oncologist. 2023 Sep 7;28(9):e793-e800. doi: 10.1093/oncolo/oyad101.,England,413,10485404
38694319,Pancreatic cancer: from early detection to personalized treatment approaches.,"Pancreatic cancer is notorious for its persistently poor prognosis and health outcomes, so some of the questions that may be begged are ""Why is it mostly diagnosed at end stage?"", ""What could we possibly do with the advancing technology in today's world to detect early pancreatic cancer and intervene?"", and ""Are there any implementation of the existing novel imaging technologies?"". Well, to start with, this is in part because the majority of patients presented would already have reached a locally advanced or metastatic stage at the time of diagnosis due to its highly aggressive characteristics and lack of symptoms. Due to this striking disparity in survival, advancements in early detection and intervention are likely to significantly increase patients' survival. Presently, screening is frequently used in high-risk individuals in order to obtain an early pancreatic cancer diagnosis. Having a thorough understanding of the pathogenesis and risk factors of pancreatic cancer may enable us to identify individuals at high risk, diagnose the disease early, and begin treatment promptly. In this review, the authors outline the clinical hurdles to early pancreatic cancer detection, describe high-risk populations, and discuss current screening initiatives for high-risk individuals. The ultimate goal of this current review is to study the roles of both traditional and novel imaging modalities for early pancreatic cancer detection. A lot of the novel imaging techniques mentioned seem promising, but they need to be put to the test on a large scale and may need to be combined with other non-invasive biomarkers before they can be widely used.",,Khayat S; Choudhary K; Claude Nshimiyimana J; Gurav J; Hneini A; Nazir A; Chaito H; Wojtara M; Uwishema O,Annals of medicine and surgery (2012),2024,May,Ann Med Surg (Lond). 2024 Apr 4;86(5):2866-2872. doi: 10.1097/MS9.0000000000002011. eCollection 2024 May.,England,518,11060269
