article_id,entity,label,dataset,cui,preferred_name,rootSource,semantic_types
PMC12071172,standard therapy,TREATMENT,PMC,C2936643,Standard of Care,MSH,Health Care Activity
PMC12071172,electroacupuncture,TREATMENT,PMC,C0013794,Electroacupuncture,MSH,Therapeutic or Preventive Procedure
PMC12071172,pancreatic cancer pain intensity,PROBLEM,PMC,,,,
PMC12071172,the data on me,TEST,PMC,C1714877,Institution data source NPI:ID:Pt:Registry message:Nom,LNC,Clinical Attribute
PMC12071172,some unconventional treatments,TREATMENT,PMC,,,,
PMC12071172,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC12071172,an integrative oncology setting,TREATMENT,PMC,,,,
PMC12071172,further highquality studies,TEST,PMC,,,,
PMC12071172,a holistic approach,TREATMENT,PMC,C0683249,holistic approach,CHV,Idea or Concept
PMC12071172,cancer treatment,TREATMENT,PMC,C0920425,cancer treatment,MEDCIN,Therapeutic or Preventive Procedure
PMC12071172,nonconventional therapies,TREATMENT,PMC,,,,
PMC12071172,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC12071172,standalone therapies,TREATMENT,PMC,,,,
PMC12071172,standard treatments,TREATMENT,PMC,C4684780,Standard Treatment,NCI,Health Care Activity
PMC12071172,advanced pancreatic cancer,PROBLEM,PMC,,,,
PMC12071172,nonconventional treatments,TREATMENT,PMC,,,,
PMC12071172,such investigations,TEST,PMC,,,,
PMC12071172,established treatment regimens,TREATMENT,PMC,C3534659,"Treatment planning and care coordination management for cancer, established patient with a change of regimen",HCPCS,Therapeutic or Preventive Procedure
PMC12071172,the underlying pathology,PROBLEM,PMC,,,,
PMC12071172,a holistic approach,TREATMENT,PMC,C0683249,holistic approach,CHV,Idea or Concept
PMC12071172,pancreatic cancer care,TREATMENT,PMC,,,,
PMC12071172,evidencebased clinical practices,TREATMENT,PMC,,,,
PMC12071172,clinical guidelines,TREATMENT,PMC,C0282451,Clinical Practice Guideline,MSH,Intellectual Product
PMC12071172,comprehensive and patientcentered management,TREATMENT,PMC,,,,
PMC7072019,this study,TEST,PMC,C3172868,Was this on a farm:Find:Pt:^Patient:Nom:PEG Study,LNC,Clinical Attribute
PMC7072019,a nomogram,TEST,PMC,C1450294,Nomograms,MSH,Intellectual Product
PMC7072019,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7072019,pancreatectomy,TREATMENT,PMC,C0030279,Pancreatectomy,MTH,Therapeutic or Preventive Procedure
PMC7072019,neoadjuvant treatment,TREATMENT,PMC,C0600558,Neoadjuvant Therapy,MTH,Therapeutic or Preventive Procedure
PMC7072019,preoperatively detectable clinical parameters,PROBLEM,PMC,,,,
PMC7072019,extended pancreatectomy,TREATMENT,PMC,,,,
PMC7072019,complete tumor removal,TREATMENT,PMC,C2064986,craniotomy with complete removal of tumor,MEDCIN,Therapeutic or Preventive Procedure
PMC7072019,borderline resectable,PROBLEM,PMC,C4763597,Borderline Operable,NCI,Finding
PMC7072019,locally advanced pancreatic cancer,PROBLEM,PMC,,,,
PMC7072019,postoperative morbidity,PROBLEM,PMC,,,,
PMC7072019,mortality rates,PROBLEM,PMC,C0026565,Mortality Vital Statistics,MTH,Quantitative Concept
PMC7072019,longterm survival,TREATMENT,PMC,,,,
PMC7072019,pancreatectomy,TREATMENT,PMC,C0030279,Pancreatectomy,MTH,Therapeutic or Preventive Procedure
PMC7072019,neoadjuvant treatment,TREATMENT,PMC,C0600558,Neoadjuvant Therapy,MTH,Therapeutic or Preventive Procedure
PMC7072019,external validation,TEST,PMC,,,,
PMC7072019,a,TEST,PMC,,,,
PMC7072019,symptom,PROBLEM,PMC,C1457887,Symptoms,MTH,Sign or Symptom
PMC7072019,tumor size,PROBLEM,PMC,C0475440,Tumor size,MTH,Finding
PMC7072019,preoperative serum carbohydrate antigen,TEST,PMC,,,,
PMC7072019,neoadjuvant treatment,TREATMENT,PMC,C0600558,Neoadjuvant Therapy,MTH,Therapeutic or Preventive Procedure
PMC7072019,planned surgery,TREATMENT,PMC,C0515633,Review planned surgery,NIC,Health Care Activity
PMC7072019,model performance,TEST,PMC,,,,
PMC7072019,discrimination,TEST,PMC,C2987623,Discrimination,MTH,Social Behavior
PMC7072019,calibration,TEST,PMC,C0006751,Calibration,MSH,Quantitative Concept
PMC7072019,the calibration plot,TEST,PMC,,,,
PMC7072019,external validation,TEST,PMC,,,,
PMC7072019,actual diseasespecific survival,PROBLEM,PMC,,,,
PMC7072019,significance differences,PROBLEM,PMC,,,,
PMC7072019,the developed nomogram,TEST,PMC,,,,
PMC7072019,the management,TREATMENT,PMC,C0376636,Disease Management,MTH,Health Care Activity
PMC7072019,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7072019,the developed nomogram,TEST,PMC,,,,
PMC7072019,the management,TREATMENT,PMC,C0376636,Disease Management,MTH,Health Care Activity
PMC7072019,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7072019,the nomogram,TEST,PMC,C1450294,Nomograms,MSH,Intellectual Product
PMC7072019,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7072019,surgery,TREATMENT,PMC,C0038894,Surgery specialty,MTH,Biomedical Occupation or Discipline
PMC7072019,neoadjuvant treatment,TREATMENT,PMC,C0600558,Neoadjuvant Therapy,MTH,Therapeutic or Preventive Procedure
PMC7072019,the management,TREATMENT,PMC,C0376636,Disease Management,MTH,Health Care Activity
PMC7072019,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7347036,dysarthria,PROBLEM,PMC,C0013362,Dysarthria,MTH,Mental or Behavioral Dysfunction
PMC7347036,irinotecan infusion symptoms,TREATMENT,PMC,,,,
PMC7347036,slurred,TREATMENT,PMC,C0234518,Slurred speech,MTH,Finding
PMC7347036,clinical procedure,TREATMENT,PMC,C0586186,Clinical procedure report,MTH,Intellectual Product
PMC7347036,rare,PROBLEM,PMC,C0522498,Rare,MTH,Qualitative Concept
PMC7347036,a topoisomerase i inhibitor,TREATMENT,PMC,C0594374,Topoisomerase I Inhibitors,MTH,Pharmacologic Substance
PMC7347036,a cytotoxic chemotherapeutic agent,TREATMENT,PMC,C5670694,Cytotoxic Chemotherapeutic Agent,NCI,Pharmacologic Substance
PMC7347036,multiple malignancies,PROBLEM,PMC,C0346429,Multiple malignancy,SNOMEDCT_US,Neoplastic Process
PMC7347036,colorectal pancreatic cervical esophageal gastric and lung origin,PROBLEM,PMC,,,,
PMC7347036,dysarthria,PROBLEM,PMC,C0013362,Dysarthria,MTH,Mental or Behavioral Dysfunction
PMC7347036,irinotecan,TREATMENT,PMC,C0123931,irinotecan,RXNORM,"Organic Chemical, Pharmacologic Substance"
PMC7347036,effective management strategies,TREATMENT,PMC,C5934120,Effective weight management strategies,NOC,Finding
PMC7347036,pancreatic malignancy,PROBLEM,PMC,C1328479,Pancreatic Endocrine Carcinoma,MTH,Neoplastic Process
PMC7347036,dysarthria,PROBLEM,PMC,C0013362,Dysarthria,MTH,Mental or Behavioral Dysfunction
PMC7347036,a chemotherapy regimen,TREATMENT,PMC,C0392920,Chemotherapy Regimen,MTH,Therapeutic or Preventive Procedure
PMC7347036,irinotecan,TREATMENT,PMC,C0123931,irinotecan,RXNORM,"Organic Chemical, Pharmacologic Substance"
PMC7347036,firstline folfirinox,TREATMENT,PMC,,,,
PMC7347036,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7347036,dysarthria,PROBLEM,PMC,C0013362,Dysarthria,MTH,Mental or Behavioral Dysfunction
PMC7347036,irinotecan,TREATMENT,PMC,C0123931,irinotecan,RXNORM,"Organic Chemical, Pharmacologic Substance"
PMC7347036,dysarthria,PROBLEM,PMC,C0013362,Dysarthria,MTH,Mental or Behavioral Dysfunction
PMC7347036,a transient adverse drug reaction,PROBLEM,PMC,,,,
PMC7347036,irinotecan infusion,TREATMENT,PMC,C4048962,5 ML irinotecan hydrochloride 20 MG/ML Injection,MTH,Clinical Drug
PMC7347036,pausing infusion,TREATMENT,PMC,,,,
PMC7347036,any longterm sequalae,PROBLEM,PMC,,,,
PMC7347036,physical and neurological examinations,TEST,PMC,C0027853,Neurologic Examination,MTH,Diagnostic Procedure
PMC7347036,dysarthria,PROBLEM,PMC,C0013362,Dysarthria,MTH,Mental or Behavioral Dysfunction
PMC7347036,abnormalities,PROBLEM,PMC,C0000768,Congenital Abnormality,MTH,Congenital Abnormality
PMC7347036,distal extremity paresthesia,PROBLEM,PMC,,,,
PMC7347036,oxaliplatininduced acute neurotoxicity,PROBLEM,PMC,,,,
PMC7347036,diaphoresis,PROBLEM,PMC,C0700590,Increased sweating,MTH,Finding
PMC7347036,nausea,PROBLEM,PMC,C0027497,Nausea,MTH,Sign or Symptom
PMC7347036,increased infusion time,TREATMENT,PMC,,,,
PMC7347036,dysarthria,PROBLEM,PMC,C0013362,Dysarthria,MTH,Mental or Behavioral Dysfunction
PMC7347036,subsequent infusions,TREATMENT,PMC,C2890081,"Leakage of infusion catheter, subsequent encounter",MTH,Injury or Poisoning
PMC7347036,irinotecanassociated dysarthria,PROBLEM,PMC,,,,
PMC7347036,a rare mild and selflimiting phenomenon,PROBLEM,PMC,,,,
PMC7347036,withholding therapy,TREATMENT,PMC,C0205026,Withholding feed from animal,SNOMEDCT_VET,Therapeutic or Preventive Procedure
PMC7347036,extending irinotecan infusion time,TREATMENT,PMC,,,,
PMC7347036,dose reduction,TREATMENT,PMC,C1827449,Drug Tapering,MSH,Therapeutic or Preventive Procedure
PMC7347036,treatment discontinuation,TREATMENT,PMC,C2026123,central IV discontinuation,MEDCIN,Therapeutic or Preventive Procedure
PMC7347036,a practical clinical management strategy,TREATMENT,PMC,,,,
PMC7347036,recurrent dysarthria,PROBLEM,PMC,,,,
PMC7347036,irinotecan infusion,TREATMENT,PMC,C4048962,5 ML irinotecan hydrochloride 20 MG/ML Injection,MTH,Clinical Drug
PMC7347036,irinotecanassociated dysarthria,PROBLEM,PMC,,,,
PMC7347036,a rare adverse effect,PROBLEM,PMC,,,,
PMC7347036,the drug administration,TREATMENT,PMC,C0001559,Inhalation Drug Administration,MTH,Health Care Activity
PMC7347036,neurological manifestations,PROBLEM,PMC,C0027854,Neurologic Manifestations,MSH,Finding
PMC7347036,changes in speech,PROBLEM,PMC,C3693400,sudden unexplained change in speech,MEDCIN,Sign or Symptom
PMC7347036,difficulty swallowing,PROBLEM,PMC,C0011168,Deglutition Disorders,MTH,Disease or Syndrome
PMC7347036,enunciating words,PROBLEM,PMC,C1735543,"Spell unusual words after clearly enunciating them, if requested",NIC,Health Care Activity
PMC7347036,a thick tongue,PROBLEM,PMC,C0151610,Edema of the tongue,SNOMEDCT_US,Pathologic Function
PMC7347036,dysarthria,PROBLEM,PMC,C0013362,Dysarthria,MTH,Mental or Behavioral Dysfunction
PMC7347036,longterm sequelae,PROBLEM,PMC,,,,
PMC7347036,ct scan,TEST,PMC,C0040405,X-Ray Computed Tomography,MTH,Diagnostic Procedure
PMC7347036,various management measures,TREATMENT,PMC,,,,
PMC7347036,increasing infusion time,TREATMENT,PMC,,,,
PMC7347036,pausing infusion,TREATMENT,PMC,,,,
PMC7347036,our study,TEST,PMC,,,,
PMC7347036,the retrospective study design,TEST,PMC,,,,
PMC7347036,prospective trials,TEST,PMC,,,,
PMC7347036,pharmacokinetic studies,TEST,PMC,C0201734,Pharmacokinetic study,MTH,Research Activity
PMC7347036,extending infusion time,TREATMENT,PMC,,,,
PMC7347036,irinotecanassociated dysarthria,PROBLEM,PMC,,,,
PMC7347036,predisposing factors,PROBLEM,PMC,C0032946,Predisposing Factors,MSH,Temporal Concept
PMC4362006,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4362006,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4362006,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4362006,histologically proven,PROBLEM,PMC,,,,
PMC4362006,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4362006,the study,TEST,PMC,C2603343,Study,MTH,Research Activity
PMC4362006,symptom onset,PROBLEM,PMC,C4086878,Symptom Onset,MTH,Temporal Concept
PMC4362006,disease diagnosis,PROBLEM,PMC,C0338067,Disease/diagnosis,PDQ,Disease or Syndrome
PMC4362006,the common presenting symptoms,PROBLEM,PMC,C5911768,"Ensure personnel are familiar with signs, symptoms, and common onset presentations of persons exposed to bioterrorism agents",NIC,Health Care Activity
PMC4362006,abdominal pain,PROBLEM,PMC,C0000737,Abdominal Pain,MTH,Sign or Symptom
PMC4362006,discomfort,PROBLEM,PMC,C2364135,Discomfort,MTH,Sign or Symptom
PMC4362006,weight loss,PROBLEM,PMC,C1262477,Weight Loss,MTH,Finding
PMC4362006,jaundice,PROBLEM,PMC,C2010848,jaundice,MTH,Finding
PMC4362006,stage 4 pancreatic cancer,PROBLEM,PMC,,,,
PMC4362006,the most common metastatic,PROBLEM,PMC,,,,
PMC4362006,the survival rates,TEST,PMC,C0038954,Survival Rate,MSH,Quantitative Concept
PMC4362006,the multivariate analysis,TEST,PMC,C0026777,Multivariate Analysis,MSH,Quantitative Concept
PMC4362006,the staging,TEST,PMC,C0332305,With staging,SNOMEDCT_US,Functional Concept
PMC4362006,serum albumin level,TEST,PMC,C0728877,Serum albumin level,MTH,Laboratory or Test Result
PMC4362006,tumor size,PROBLEM,PMC,C0475440,Tumor size,MTH,Finding
PMC4362006,the survival rate,TEST,PMC,C0038954,Survival Rate,MSH,Quantitative Concept
PMC4362006,endoscopic ultrasoundfineneedle,TEST,PMC,,,,
PMC4362006,the sensitivity rate,TEST,PMC,,,,
PMC4362006,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4362006,the disease in caucasians,PROBLEM,PMC,,,,
PMC4362006,the disease,PROBLEM,PMC,C0012634,Disease,MTH,Disease or Syndrome
PMC4362006,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4362006,current multimodality treatments,TREATMENT,PMC,,,,
PMC4362006,the regimens,TREATMENT,PMC,C0392920,Chemotherapy Regimen,MTH,Therapeutic or Preventive Procedure
PMC4362006,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4362006,a challenging disease,PROBLEM,PMC,C5213406,Fabry disease | DBS | Chemistry - non-challenge,LNC,Disease or Syndrome
PMC4362006,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4362006,treatment,TREATMENT,PMC,C1522326,Treating,MTH,Functional Concept
PMC4362006,the same regimen,TREATMENT,PMC,C4531724,"Previous rehabilitation therapy regimen (speech, occupational, &or physical therapy) ended, & regimen now resumed at exactly the same level for each discipline",LNC,Finding
PMC4362006,the data,TEST,PMC,C1511726,Data,MTH,Idea or Concept
PMC7282238,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7282238,symptoms,PROBLEM,PMC,C1457887,Symptoms,MTH,Sign or Symptom
PMC7282238,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7282238,chemotherapy,TREATMENT,PMC,C3665472,Chemotherapy,MTH,Therapeutic or Preventive Procedure
PMC7282238,a,PROBLEM,PMC,,,,
PMC7282238,great urgency,PROBLEM,PMC,,,,
PMC7282238,an effective drug,TREATMENT,PMC,C0678791,effective drug concentration,AOD,Quantitative Concept
PMC7282238,pancreatic cancerbetulinic,PROBLEM,PMC,,,,
PMC7282238,a major triterpene,PROBLEM,PMC,,,,
PMC7282238,several studies,TEST,PMC,C3830929,C-SSRS Already Enrolled Subjects - Most Severe Ideation (Since Study Start),NCI,Intellectual Product
PMC7282238,its low toxicity,PROBLEM,PMC,,,,
PMC7282238,side effects,PROBLEM,PMC,C0879626,Adverse effects,MTH,Pathologic Function
PMC7282238,malaria,PROBLEM,PMC,C0024530,Malaria,MTH,Disease or Syndrome
PMC7282238,inflammation,PROBLEM,PMC,C0021368,Inflammation,MTH,Pathologic Function
PMC7282238,relevant studies,TEST,PMC,C2114265,pre-procedure checklist: relevant imaging studies confirmed in chart,MEDCIN,Health Care Activity
PMC7282238,betulinic,PROBLEM,PMC,C0053529,betulin,RXNORM,"Organic Chemical, Pharmacologic Substance"
PMC7282238,this study,TEST,PMC,C3172868,Was this on a farm:Find:Pt:^Patient:Nom:PEG Study,LNC,Clinical Attribute
PMC7282238,betulinic,PROBLEM,PMC,C0053529,betulin,RXNORM,"Organic Chemical, Pharmacologic Substance"
PMC7282238,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7282238,the counting kit8 assay,TEST,PMC,,,,
PMC7282238,colony formation,PROBLEM,PMC,C0009385,Colony-Forming Units Assay,MSH,Laboratory Procedure
PMC7282238,transwell invasion assay,TEST,PMC,,,,
PMC7282238,wound healing assay,TEST,PMC,,,,
PMC7282238,flow cytometry,TEST,PMC,C0016263,Flow Cytometry,MSH,Laboratory Procedure
PMC7282238,xenograft nude mice model,TREATMENT,PMC,,,,
PMC7282238,betulinic acid,TREATMENT,PMC,C0053530,betulinic acid,MTH,"Organic Chemical, Pharmacologic Substance"
PMC7282238,the proliferation,PROBLEM,PMC,C1514485,Proliferation,MTH,Functional Concept
PMC7282238,invasion,PROBLEM,PMC,C2699153,Cell Invasion,MTH,Pathologic Function
PMC7282238,pancreatic cancer cells,PROBLEM,PMC,C3824982,Pancreatic acinar cells--Cancer,LCH_NW,Cell
PMC7282238,betulinic,PROBLEM,PMC,C0053529,betulin,RXNORM,"Organic Chemical, Pharmacologic Substance"
PMC7282238,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7282238,betulinic acid inhibited pancreatic cancer,PROBLEM,PMC,,,,
PMC7282238,betulinic acid,TEST,PMC,C0053530,betulinic acid,MTH,"Organic Chemical, Pharmacologic Substance"
PMC7282238,valuable anticancer agent,TREATMENT,PMC,,,,
PMC7282238,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7282238,betulinic acid,TREATMENT,PMC,C0053530,betulinic acid,MTH,"Organic Chemical, Pharmacologic Substance"
PMC7282238,betulinic acid,TEST,PMC,C0053530,betulinic acid,MTH,"Organic Chemical, Pharmacologic Substance"
PMC7282238,valuable anticancer agent,TREATMENT,PMC,,,,
PMC7282238,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7282238,betulinic acid,TREATMENT,PMC,C0053530,betulinic acid,MTH,"Organic Chemical, Pharmacologic Substance"
PMC7282238,cell and mouse experiments,TEST,PMC,,,,
PMC7282238,betulinic acid,TREATMENT,PMC,C0053530,betulinic acid,MTH,"Organic Chemical, Pharmacologic Substance"
PMC7282238,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7282238,betulinic acid,TREATMENT,PMC,C0053530,betulinic acid,MTH,"Organic Chemical, Pharmacologic Substance"
PMC7282238,betulinic acid inhibited,PROBLEM,PMC,,,,
PMC7282238,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7282238,betulinic acid induces apoptosis,PROBLEM,PMC,,,,
PMC7282238,betulinic acid acts,TREATMENT,PMC,,,,
PMC7282238,valuable anticancer agent,TREATMENT,PMC,,,,
PMC7282238,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7282238,betulinic acid,TREATMENT,PMC,C0053530,betulinic acid,MTH,"Organic Chemical, Pharmacologic Substance"
PMC10830814,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC10830814,the most lethal neoplasms,PROBLEM,PMC,,,,
PMC10830814,the overall survival rate,TEST,PMC,,,,
PMC10830814,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC10830814,nonspecific symptoms,PROBLEM,PMC,C0232486,"Nonspecific abdominal symptom, NOS",SNMI,Sign or Symptom
PMC10830814,curative surgery,TREATMENT,PMC,C1511562,Curative Surgery,NCI,Therapeutic or Preventive Procedure
PMC10830814,the treatment,TREATMENT,PMC,C1705169,Biomaterial Treatment,MTH,Conceptual Entity
PMC10830814,metastatic pancreatic cancer,PROBLEM,PMC,C0346976,Metastatic malignant neoplasm to pancreas,SNOMEDCT_US,Neoplastic Process
PMC10830814,systemic therapy,TREATMENT,PMC,C1515119,Systemic Therapy,NCI,Therapeutic or Preventive Procedure
PMC10830814,some cases radiotherapy,TREATMENT,PMC,,,,
PMC10830814,molecular targeted therapies,TREATMENT,PMC,C2699893,Molecular Targeted Therapy,MSH,Therapeutic or Preventive Procedure
PMC10830814,cancer control,TREATMENT,PMC,C1516188,Cancer Control,NCI,Health Care Activity
PMC10830814,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC10830814,current treatment options,TREATMENT,PMC,C3693904,"options general patient not currently suitable for therapy, will reevaluate",MEDCIN,Functional Concept
PMC10830814,metastatic pancreatic cancer,PROBLEM,PMC,C0346976,Metastatic malignant neoplasm to pancreas,SNOMEDCT_US,Neoplastic Process
PMC10830814,new treatment strategies,TREATMENT,PMC,,,,
PMC10830814,the moleculedirected approach,TREATMENT,PMC,,,,
PMC10830814,validated molecular biomarkers,TEST,PMC,,,,
PMC10830814,new biomarkers,TEST,PMC,,,,
PMC10830814,new clinical trials,TREATMENT,PMC,C5446612,Australia New Zealand Clinical Trial Registry,NCI,Intellectual Product
PMC10830814,several ongoing studies,TEST,PMC,,,,
PMC8726483,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC8726483,malignant tumors in the pancreas,PROBLEM,PMC,C0346648,Malignant tumor of exocrine pancreas,SNOMEDCT_US,Neoplastic Process
PMC8726483,high mortality rates,PROBLEM,PMC,,,,
PMC8726483,symptoms,PROBLEM,PMC,C1457887,Symptoms,MTH,Sign or Symptom
PMC8726483,surgical treatment,TREATMENT,PMC,C0543467,Operative Surgical Procedures,MTH,Therapeutic or Preventive Procedure
PMC8726483,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC8726483,the disease,PROBLEM,PMC,C0012634,Disease,MTH,Disease or Syndrome
PMC8726483,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC8726483,liquid biopsy,TEST,PMC,C4505151,Liquid Biopsy,MSH,Diagnostic Procedure
PMC8726483,a,TREATMENT,PMC,,,,
PMC8726483,tumors,PROBLEM,PMC,C0027651,Neoplasms,MTH,Neoplastic Process
PMC8726483,liquid biopsies,TEST,PMC,C4505151,Liquid Biopsy,MSH,Diagnostic Procedure
PMC8726483,screening,TEST,PMC,C1710032,Screening,MTH,Health Care Activity
PMC8726483,certain cancers,PROBLEM,PMC,,,,
PMC8726483,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC8726483,liquid biopsy,TEST,PMC,C4505151,Liquid Biopsy,MSH,Diagnostic Procedure
PMC8726483,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC8726483,liquid biopsy,TEST,PMC,C4505151,Liquid Biopsy,MSH,Diagnostic Procedure
PMC8726483,chronic pancreatitis,PROBLEM,PMC,C0149521,"Pancreatitis, Chronic",MTH,Disease or Syndrome
PMC8726483,pc,PROBLEM,PMC,C1418288,PC gene,MTH,Gene or Genome
PMC8726483,liquid biopsy,TEST,PMC,C4505151,Liquid Biopsy,MSH,Diagnostic Procedure
PMC8726483,liver gastric and breast cancers,PROBLEM,PMC,,,,
PMC8726483,liquid biopsy,TEST,PMC,C4505151,Liquid Biopsy,MSH,Diagnostic Procedure
PMC8726483,early cancer diagnosis,PROBLEM,PMC,C2350269,Early Diagnosis of Cancer,MSH,Diagnostic Procedure
PMC8726483,investigation,TEST,PMC,C1552578,Act Class - investigation,MTH,Intellectual Product
PMC8726483,potential biomarkers,PROBLEM,PMC,,,,
PMC8726483,disease onset,PROBLEM,PMC,C0277793,Onset of illness,MTH,Temporal Concept
PMC8726483,lifeextending treatments,TREATMENT,PMC,,,,
PMC8726483,treatment plans,TREATMENT,PMC,C0599880,Treatment Plan,MTH,Intellectual Product
PMC8726483,liquid biopsy,TEST,PMC,C4505151,Liquid Biopsy,MSH,Diagnostic Procedure
PMC8726483,an effective technique,TREATMENT,PMC,C1821022,Effective pushing techniques,NOC,Finding
PMC8726483,pc,PROBLEM,PMC,C1418288,PC gene,MTH,Gene or Genome
PMC8726483,treatment,TREATMENT,PMC,C1522326,Treating,MTH,Functional Concept
PMC8726483,our detection methodologies,TEST,PMC,,,,
PMC8227498,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC8227498,an aggressive disease,PROBLEM,PMC,C0543961,Sexual aggression disease or syndrome,SNM,Mental or Behavioral Dysfunction
PMC8227498,pharmacological properties,TREATMENT,PMC,,,,
PMC8227498,aromatherapy,TREATMENT,PMC,C0376547,Aromatherapy,MTH,Therapeutic or Preventive Procedure
PMC8227498,this study,TEST,PMC,C3172868,Was this on a farm:Find:Pt:^Patient:Nom:PEG Study,LNC,Clinical Attribute
PMC8227498,essential oil,TREATMENT,PMC,C0028910,"Oils, Volatile",MSH,Organic Chemical
PMC8227498,panc1 human pancreatic cancer cell line,PROBLEM,PMC,,,,
PMC8227498,the cell growth inhibitory concentration,TEST,PMC,,,,
PMC8227498,selective index,TEST,PMC,C1318232,Protein selectivity index result,MTH,Laboratory or Test Result
PMC8227498,eol analyses,TEST,PMC,,,,
PMC8227498,combination index ci analysis,TEST,PMC,,,,
PMC8227498,moderate synergism,PROBLEM,PMC,,,,
PMC8227498,eol,TREATMENT,PMC,C3883822,"EOL-1 protein, C elegans",MSH,"Amino Acid, Peptide, or Protein"
PMC8227498,2 deoxydglucose 2dg treatments,TREATMENT,PMC,,,,
PMC8227498,the treatments,TREATMENT,PMC,C1718338,Skin treatments,LNC,Therapeutic or Preventive Procedure
PMC8227498,panc1 cells,PROBLEM,PMC,,,,
PMC8227498,eol,TREATMENT,PMC,C3883822,"EOL-1 protein, C elegans",MSH,"Amino Acid, Peptide, or Protein"
PMC8227498,eol2dg,TEST,PMC,,,,
PMC8227498,depolarization of mitochondrial membrane potential,PROBLEM,PMC,,,,
PMC8227498,cell growth arrest,PROBLEM,PMC,,,,
PMC8227498,apoptosis,PROBLEM,PMC,C0162638,Apoptosis,MTH,Cell Function
PMC8227498,the molecular mechanism,PROBLEM,PMC,C0872220,molecular mechanics,CSP,Spatial Concept
PMC8227498,the antiproliferative effect,PROBLEM,PMC,,,,
PMC8227498,pronounced upregulation,PROBLEM,PMC,,,,
